17.751138 45.209581
17.815273 45.299401
17.866667 45.377906
17.873944 45.389222
17.927061 45.479042
17.975234 45.568862
18.000000 45.620314
18.018251 45.658683
18.067121 45.748503
18.133333 45.800452
18.187561 45.838323
18.266667 45.896819
18.306992 45.928144
18.400000 46.005119
18.414944 46.017964
18.513737 46.107784
18.533333 46.126930
18.603130 46.197605
18.666667 46.266851
18.685062 46.287425
18.760731 46.377246
18.800000 46.427215
18.830691 46.467066
18.895231 46.556886
18.933333 46.614469
18.954289 46.646707
19.008132 46.736527
19.057004 46.826347
19.066667 46.845983
19.100789 46.916168
19.139810 47.005988
19.174034 47.095808
19.200000 47.174746
19.203554 47.185629
19.228438 47.275449
19.247911 47.365269
19.262017 47.455090
19.270796 47.544910
19.276348 47.634731
19.277996 47.724551
19.275188 47.814371
19.267272 47.904192
19.253915 47.994012
19.235588 48.083832
19.212269 48.173653
19.200000 48.213373
